CHSI_County_Name,CHSI_State_Name,Strata_ID_Number,No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,Uninsured,Elderly_Medicare (elderly age 65+),Disabled_Medicare,Prim_Care_Phys_Rate,Dentist_Rate,Community_Health_Center_Ind,HPSA_Ind
Lyon,Kansas,29,27.2,79.4,24.4,18.5,19.6,7,5155,3985,661,59,36.5,1,2
McPherson,Kansas,27,24.6,77.8,23.4,30.2,13.5,6.1,1828,4983,402,67.7,44,2,2
Marion,Kansas,54,25.7,75.6,20.8,-1111.1,18.2,3.5,1478,2600,236,30.9,38.6,2,2
Marshall,Kansas,58,32.3,74.5,28.8,-1111.1,17,5.8,1152,2252,212,38.4,38.4,2,2
Meade,Kansas,79,-1111.1,-1111.1,-1111.1,-1111.1,14.5,9.6,703,812,53,43.2,21.6,2,1
Miami,Kansas,47,25.2,76.1,27.3,21.5,21.6,6.9,2325,3057,537,49.2,23,2,2
Mitchell,Kansas,54,25.5,82.4,16.7,-1111.1,18.5,3.6,661,1420,112,77.9,15.6,2,2
Montgomery,Kansas,50,30.5,80.8,28,29.3,27.1,9.1,4615,6378,1093,52.1,43.4,2,2
Morris,Kansas,58,28.8,-1111.1,20,-1111.1,17.9,9.2,736,1165,113,49.6,33.1,2,2
Morton,Kansas,80,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.2,551,496,46,62.6,62.6,2,2
Nemaha,Kansas,56,31.4,79,21.9,-1111.1,11.4,3.9,986,2048,164,38.3,47.9,2,2
Neosho,Kansas,63,32.7,81.9,24.7,28.9,19.2,9.4,2013,2884,441,54.4,42.3,2,2
Ness,Kansas,79,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.3,426,844,48,33.2,0,2,2
Norton,Kansas,58,-1111.1,90.3,15.3,-1111.1,-1111.1,7.5,665,1100,115,70.6,53,2,2
Osage,Kansas,57,29.9,81.2,30.6,-1111.1,26.4,8,1672,2605,350,23.3,23.3,1,1
Osborne,Kansas,81,-1111.1,-1111.1,17.6,-1111.1,19.2,11,506,1055,77,0,49.4,2,1
Ottawa,Kansas,54,40,-1111.1,24.6,-1111.1,14.5,4.4,617,997,91,81.7,32.7,2,2
Pawnee,Kansas,54,29.7,-1111.1,26.8,-1111.1,18.2,12.4,781,1189,136,59.4,14.8,1,1
Phillips,Kansas,58,24.4,-1111.1,-1111.1,-1111.1,19.4,7.8,728,1230,133,90.8,36.3,2,1
Pottawatomie,Kansas,56,22.9,73.2,19.5,19.3,19.3,5,1887,2313,273,62.7,36.6,2,2
Pratt,Kansas,54,26,83.2,22.5,-1111.1,23.1,11.1,1140,1668,170,73.7,52.7,2,2
Rawlins,Kansas,81,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,333,692,54,112.3,0,2,2
Reno,Kansas,21,25,79.6,25.2,24.1,22.7,6.4,7423,10225,1355,81.8,48.8,2,2
Republic,Kansas,58,25.7,-1111.1,14.6,-1111.1,12.9,8.3,701,1365,101,77.5,38.7,2,1
Rice,Kansas,40,27.3,89.7,24.2,-1111.1,16.5,5.2,1361,1927,212,28.7,47.8,2,2
Riley,Kansas,22,14.3,77.9,14.7,15.7,16.1,3.3,7472,4720,613,71.6,47.8,1,2
Rooks,Kansas,82,27.4,-1111.1,17.4,-1111.1,22.8,9,662,1167,105,37.4,37.4,2,1
Rush,Kansas,81,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,12.8,371,858,92,58.7,29.4,2,2
Russell,Kansas,58,33.4,81.2,22.4,-1111.1,21.3,7.9,801,1714,170,43.8,43.8,2,2
Saline,Kansas,19,23,75.8,21.7,21.5,23.9,4.9,6059,7490,1007,87.2,46.4,1,2
Scott,Kansas,56,-1111.1,-1111.1,24.7,-1111.1,11.5,5.3,645,420,22,87,43.5,2,2
Sedgwick,Kansas,4,24.6,79.9,24.5,24,22.9,6.8,59433,50560,8481,98.5,41,1,2
Seward,Kansas,42,30.7,83.3,21.2,23.2,20.2,7,4417,1779,289,51.6,30.1,1,2
Shawnee,Kansas,11,25.5,80.9,26,24,19.6,6.7,18641,23128,4821,66.1,55.1,1,2
Sheridan,Kansas,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.3,345,508,32,38.6,38.6,2,2
Sherman,Kansas,82,29.3,-1111.1,-1111.1,-1111.1,-1111.1,8.8,1162,1117,128,48.8,48.8,2,2
Smith,Kansas,81,21.7,-1111.1,-1111.1,-1111.1,7.5,7.7,485,1127,82,48.5,48.5,2,2
Stafford,Kansas,81,22.9,-1111.1,17.3,-1111.1,16.2,10.3,737,936,85,22.3,44.6,2,2
Stanton,Kansas,78,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,451,344,27,44.5,0,2,2
Stevens,Kansas,39,25.5,-1111.1,11.2,-1111.1,19.1,7,925,729,66,18.5,37,2,1
Sumner,Kansas,27,26.4,78.1,29.7,27.3,19.5,8.6,2830,4201,526,28.2,32.3,2,2
Thomas,Kansas,39,27.7,93.7,15.2,-1111.1,18.6,3.8,857,1155,129,52.4,52.4,2,2
Trego,Kansas,81,-1111.1,-1111.1,-1111.1,-1111.1,13,7.2,334,715,64,131.1,32.8,2,2
Wabaunsee,Kansas,56,30.2,-1111.1,23.8,-1111.1,16.2,5.1,642,1041,125,28.9,0,2,2
Wallace,Kansas,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,285,327,18,0,0,2,1
Washington,Kansas,58,27.9,-1111.1,22,-1111.1,16,6.1,733,1528,135,33.3,33.3,2,2
Wichita,Kansas,82,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,9.6,461,397,18,43.3,0,2,1
Wilson,Kansas,62,33.3,-1111.1,31.2,-1111.1,19.8,11,1447,1793,270,61,30.5,2,2
Woodson,Kansas,61,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8.8,520,842,116,28,28,2,2
Wyandotte,Kansas,6,37.3,83.1,27.4,26.5,28.2,7.7,28521,17320,4211,107.9,36,1,2
Adair,Kentucky,73,38.8,77.4,27.3,38.5,32,8.5,3576,2389,744,62.6,28.5,2,2
Allen,Kentucky,65,39,83.1,32,-1111.1,32.5,8.8,2240,2261,688,10.7,26.7,2,1
Anderson,Kentucky,37,23.7,84.3,25.9,-1111.1,-1111.1,3.3,1842,2077,468,34.3,29.4,2,2
Ballard,Kentucky,64,31.1,81.8,24,-1111.1,32.4,8.9,951,1574,357,24.2,12.1,2,1
Barren,Kentucky,50,34.3,78.5,25.5,29.8,30.1,7.5,5152,5283,1480,124.8,29.9,2,2
Bath,Kentucky,72,34.6,87.2,26.8,36.7,34.3,7,1866,1578,520,34.4,17.2,2,2
Bell,Kentucky,53,41.3,80.3,32.4,23.9,36.1,11.5,5813,3962,2279,94.4,43.8,2,2
Boone,Kentucky,46,21.9,81.3,25,25.1,21,5.2,8416,8114,1797,76.2,43.3,2,2
Bourbon,Kentucky,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,8,2633,2538,555,65.5,30.3,2,2
Boyd,Kentucky,32,37.6,79.9,27.2,35.9,29,9.6,6377,8124,2279,127,66.5,2,2
Boyle,Kentucky,32,25.8,80.2,21.7,-1111.1,21,5.7,2874,3931,956,123.4,77.6,2,2
Bracken,Kentucky,64,39.8,77.6,25.1,28.2,40.4,8.1,1013,1175,288,34.6,34.6,1,2
Breathitt,Kentucky,68,36.6,81.6,29.2,30.6,33.2,7.7,3232,1639,1195,75.2,18.8,1,2
Breckinridge,Kentucky,72,36.9,77.9,21.9,27.2,37.9,7.4,2699,2657,653,31.1,15.5,2,2
Bullitt,Kentucky,46,30,77.9,25.6,-1111.1,30.5,9.9,5489,4396,1504,21.9,21.9,2,1
Butler,Kentucky,44,34.5,84.3,33.3,-1111.1,36.8,8.1,1861,1465,522,22.4,7.5,2,2
Caldwell,Kentucky,64,33.4,80.7,17.9,-1111.1,32.3,5.6,1639,2214,498,46.2,46.2,2,2
Calloway,Kentucky,50,26.4,78.6,18.1,28.4,27.9,6.5,4042,4858,893,82.6,34.2,2,2
Campbell,Kentucky,19,27.8,85.6,23.9,22,25.6,6.9,7283,10693,2034,80.2,35.5,1,2
Carlisle,Kentucky,63,-1111.1,84.8,-1111.1,-1111.1,-1111.1,10.2,788,928,220,18.8,18.8,2,1
Carroll,Kentucky,44,-1111.1,89.2,-1111.1,-1111.1,-1111.1,5.2,1470,1294,361,38.3,28.7,2,1
Carter,Kentucky,52,37.7,87.4,31,30.9,35.5,9,4505,3547,1234,29.3,29.3,2,1
Casey,Kentucky,72,38.2,81.8,24.8,-1111.1,23.3,13.3,3117,1966,684,24.6,12.3,2,1
Christian,Kentucky,22,31.2,76,24.4,31.7,34.2,9.6,12960,6678,1677,55.6,34.2,2,2
Clark,Kentucky,32,40.5,82.1,23.5,-1111.1,36.7,7.9,4145,4093,1102,65.9,48.7,2,2
Clay,Kentucky,69,45.8,83.2,30.8,-1111.1,37,11.6,5021,2293,1512,33.1,24.8,2,2
Clinton,Kentucky,73,26.7,81,22.5,-1111.1,24.7,7.2,1997,1502,623,41.8,10.5,2,2
Crittenden,Kentucky,63,39,83.9,31.3,-1111.1,29.9,7.2,1374,1358,413,33.4,11.1,2,2
Cumberland,Kentucky,71,-1111.1,-1111.1,26.4,-1111.1,25.9,3.2,1390,1197,328,42,56,2,2
Daviess,Kentucky,22,30.1,78.5,22.6,28.9,29.8,7.5,9648,12861,2831,76.3,54.8,2,2
Edmonson,Kentucky,44,34.4,-1111.1,-1111.1,-1111.1,-1111.1,6.9,1698,1235,460,16.6,24.9,2,2
Elliott,Kentucky,68,42.8,83.7,34.7,-1111.1,40.9,7.3,1240,630,230,0,29,2,1
Estill,Kentucky,44,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,13.6,2367,2336,911,19.9,19.9,1,2
Fayette,Kentucky,14,23.8,75.9,20.8,22.3,23,5.9,33169,25978,5288,182,98.5,1,2
Fleming,Kentucky,72,37.1,83.7,28.3,28.1,32.2,7.2,2226,1952,517,61.6,20.5,1,2
Floyd,Kentucky,53,45,82.6,31.3,40.2,32.4,11.3,7653,4952,3545,87.6,56.8,1,2
Franklin,Kentucky,28,27.8,76.9,23.4,25.9,24,7.5,5031,6873,2083,58.1,39.4,2,2
Fulton,Kentucky,72,-1111.1,83.1,-1111.1,-1111.1,-1111.1,11.9,1263,1420,388,152.4,27.7,2,2
Gallatin,Kentucky,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,5,1080,740,242,12.3,12.3,2,1
Garrard,Kentucky,65,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2.1,2063,1882,544,42.2,36.2,2,2
Grant,Kentucky,42,38.9,83,26.2,-1111.1,37.1,12.5,2940,2358,843,40.6,16.3,2,2
Graves,Kentucky,50,33.1,78.8,25.1,30.5,32.6,8.5,5376,5837,1457,42.5,31.9,2,2
Grayson,Kentucky,44,35.7,77.1,23.4,38.4,37.9,13.2,3616,3428,1087,55.6,19.8,2,2
Green,Kentucky,64,37.3,80.6,31.8,-1111.1,31.1,9.5,1949,1679,459,43.1,25.9,2,2
Greenup,Kentucky,32,37.1,82.6,29.5,37.7,27.9,10.9,4647,5131,1717,59.2,40.3,2,2
Hancock,Kentucky,39,28.9,-1111.1,21.5,-1111.1,21.7,8.6,707,961,220,0,58.1,2,2
Hardin,Kentucky,20,28.6,78.7,24.6,28.2,29.9,7.8,12359,9827,2514,80.5,51.6,2,2
Harlan,Kentucky,53,45.7,84.7,30,31,35.7,11,6586,4230,2835,50.6,19,1,2
Harrison,Kentucky,65,-1111.1,85.9,-1111.1,-1111.1,-1111.1,3.1,2182,2404,587,75.6,32.4,2,2
Hart,Kentucky,73,36.6,83.9,18.7,26.8,35.7,6.4,3302,2295,640,38.2,21.8,2,1
Henderson,Kentucky,28,31.3,79.6,22.3,28.4,32.6,5.8,5226,5773,1467,57.1,37.3,2,2
Henry,Kentucky,41,-1111.1,89.5,-1111.1,-1111.1,-1111.1,8.3,2004,2070,492,37.7,31.4,2,2
Hickman,Kentucky,62,-1111.1,-1111.1,-1111.1,-1111.1,25.4,8.6,760,690,162,19.7,19.7,2,2
Hopkins,Kentucky,50,32.7,83.4,30.5,29.7,30.6,8,6523,6766,1935,134.9,36.4,2,2
Jackson,Kentucky,69,43.9,87.6,35.8,-1111.1,41.6,6.9,2670,1524,749,14.7,14.7,1,1
Jefferson,Kentucky,3,26.8,81,25.5,26.4,26.7,7.6,75734,92502,18964,131.9,77.4,1,2
Jessamine,Kentucky,28,25.4,72.6,22.6,-1111.1,29.2,5.9,4761,3796,959,59.8,20.7,2,2
Johnson,Kentucky,44,42.1,84.5,33.9,31.8,32.6,11.6,3817,3010,1550,79.2,25,2,2
Kenton,Kentucky,15,24,79.9,23.6,27.8,32.7,7.3,14557,16008,3524,104.1,39.7,1,2
Knott,Kentucky,69,45.3,77.8,25.5,33.9,34.8,9.4,2999,1636,1068,22.8,34.2,2,1
Knox,Kentucky,53,41.2,88.2,26.4,37.3,31.3,7.6,6641,2898,1665,21.8,12.5,2,2
Larue,Kentucky,65,32.5,75.4,28.6,-1111.1,26.1,8.1,1739,1875,424,21.9,14.6,2,1
Laurel,Kentucky,8,39.7,82.3,24.7,33.3,32.3,10.9,8441,5479,2451,58.6,21.3,2,2
Lawrence,Kentucky,69,40.8,85.7,27.3,33.8,35.9,8.1,2462,1926,911,37.1,30.9,2,2
Lee,Kentucky,44,43.6,84.6,31,-1111.1,38.7,14.6,1538,1023,487,38.9,25.9,1,2
Leslie,Kentucky,68,42.3,82.5,33.4,-1111.1,36.2,10.2,2236,1428,1048,41.7,25,2,1
Letcher,Kentucky,53,42.4,81.4,33.6,38.9,31.4,11.9,3944,3135,1948,81.9,28.6,1,2
Lewis,Kentucky,68,41,81.8,26.8,35.4,40.3,7.6,2584,1717,679,14.4,14.4,1,2
Lincoln,Kentucky,44,34.5,80.3,29.5,-1111.1,31.7,7.2,3764,3294,1080,39.8,8,2,1
Livingston,Kentucky,63,35.2,82.8,27.6,-1111.1,-1111.1,6.7,1234,1529,467,30.7,10.2,2,1
Logan,Kentucky,49,33.1,78.1,26.3,26.9,38.9,4.7,3579,3723,916,44.2,25.8,2,2
Lyon,Kentucky,64,33,-1111.1,29.7,-1111.1,19.5,13.5,777,1349,299,36.8,12.3,2,2
McCracken,Kentucky,24,33.8,79.2,25.7,34.5,25.9,9.6,7895,9729,2254,92.7,66.5,2,2
McCreary,Kentucky,69,49.4,80.7,34.3,-1111.1,46.2,10.4,4087,1739,1188,23.2,17.4,2,1
McLean,Kentucky,64,41,83.1,38.7,-1111.1,27.6,9.8,1262,1456,396,10.1,30.2,2,1
Madison,Kentucky,22,28.7,82,23.6,25.9,28.9,4.7,8879,7316,2171,69.5,30.9,1,2
Magoffin,Kentucky,69,41.7,87.8,33.3,-1111.1,34,10.8,2715,1374,833,22.3,37.1,2,1
Marion,Kentucky,44,38.8,82.8,23.1,-1111.1,33.9,7,2241,2396,724,63.4,15.8,2,2
Marshall,Kentucky,30,26.4,74.6,22.6,31.9,26.1,6.4,3271,5274,1014,42,32.3,2,2
Martin,Kentucky,69,-1111.1,90.2,-1111.1,-1111.1,31.9,7.5,2427,1151,1042,40.9,16.4,2,2
Mason,Kentucky,73,37.5,79.4,21.1,31.6,30.1,7.6,2345,2441,496,81.7,58.3,1,2
Meade,Kentucky,29,28.1,77.8,22.3,28.4,36.7,7.5,3750,1979,593,10.5,17.6,2,2
Menifee,Kentucky,68,39.5,87.2,25.1,31.4,37.5,10.8,1252,781,372,0,29.4,2,1
Mercer,Kentucky,65,-1111.1,82,27.9,-1111.1,-1111.1,8.4,2681,3096,673,46.3,23.1,2,2
Metcalfe,Kentucky,72,36.4,84.1,25,-1111.1,-1111.1,8.5,1876,1551,513,29.4,19.6,2,1
Monroe,Kentucky,72,44.6,87.2,25.4,18.4,-1111.1,9.6,2158,1841,739,60,42.9,2,2
Montgomery,Kentucky,44,38.3,82.9,30.1,30.3,32.4,9.8,3117,2792,889,74.2,41.2,2,2
Morgan,Kentucky,44,39,82.3,26.1,31.9,31.4,11.5,2237,1612,625,34.9,27.9,2,1
Muhlenberg,Kentucky,35,36.5,81.9,32.9,27.7,27.8,9.3,4585,4610,1501,53.9,25.4,1,2
Nelson,Kentucky,29,30,82.6,26,27,30.1,6.2,3952,4618,1154,58.4,24.3,2,2
Nicholas,Kentucky,72,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,851,1076,273,28.5,28.5,2,2
Ohio,Kentucky,72,35.7,82.5,26.4,31.6,40.8,8.5,3238,3018,911,29.6,29.6,2,2
Oldham,Kentucky,48,21.8,79.2,19.2,-1111.1,23.7,4.2,3518,3269,667,52.3,26.2,2,2
Owen,Kentucky,63,37.9,-1111.1,22.4,-1111.1,-1111.1,5.9,1556,1042,251,44,35.2,2,2
Owsley,Kentucky,72,33,93.4,25.5,-1111.1,-1111.1,10.4,1205,783,348,42.1,21.1,1,1
Pendleton,Kentucky,42,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,10.2,1575,1468,428,13.2,6.6,2,1
Perry,Kentucky,53,41,79.7,32.6,34.6,33.8,10.7,5146,3626,2439,129,37.3,1,2
Pike,Kentucky,8,42.6,83.9,28.5,35,34.2,11.4,10100,7895,6038,82.2,40.3,1,2
Powell,Kentucky,69,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,2169,1007,617,29.2,29.2,1,2
Pulaski,Kentucky,8,32.3,80.7,24.1,32,30.1,8.9,8413,8889,3484,81.1,38.9,2,2
Robertson,Kentucky,71,-1111.1,84.3,21.9,-1111.1,30.4,6.6,299,311,80,0,43.9,1,1
Rockcastle,Kentucky,44,41.6,76.9,31.9,24.6,29.2,11.8,2698,1926,679,53.9,12,2,2
Rowan,Kentucky,44,29.7,79.5,25.1,25.7,27,6.5,3013,2387,781,130.5,40.5,2,2
Russell,Kentucky,73,42.4,85.2,27.5,30.5,29.6,7.4,2842,2534,976,52.9,41.1,2,2
Scott,Kentucky,28,26.9,83.6,22.2,-1111.1,28.1,5.4,4192,3125,714,58.4,30.5,2,2
Shelby,Kentucky,28,28.9,80.7,-1111.1,-1111.1,29.8,3.3,4152,3374,700,39.3,26.2,2,2
Simpson,Kentucky,39,31.2,70.6,19.3,-1111.1,30.3,6.5,1991,2073,450,52.9,41.1,2,2
Spencer,Kentucky,39,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,3.3,1309,1092,331,31.9,31.9,1,1
Taylor,Kentucky,41,37.3,80,18.8,33.2,32.4,6.8,3253,3656,1279,88.4,50.5,2,2
Todd,Kentucky,63,45,85.7,29.2,-1111.1,30.4,5.3,2030,1515,338,16.7,33.5,2,1
Trigg,Kentucky,63,34,81.7,24,-1111.1,32.9,7,1551,2202,482,37.5,22.5,2,1
Trimble,Kentucky,41,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,1155,911,284,11.1,0,2,2
Union,Kentucky,42,35.5,-1111.1,31.5,-1111.1,31,10.1,2052,2004,557,32.1,38.5,2,2
Warren,Kentucky,22,28,75,22.6,23.5,27.1,7.7,11418,10414,2760,95,57.6,1,2
Washington,Kentucky,64,-1111.1,84.3,24.3,-1111.1,-1111.1,10.6,1364,1588,366,26.3,43.9,2,1
Wayne,Kentucky,44,36.4,83.1,28.3,31.4,33.3,8.6,3856,2508,1069,39.3,14.7,2,2
Webster,Kentucky,64,32.1,82,31.6,19.7,24.6,6.6,1950,2089,551,7.1,28.2,2,2
Whitley,Kentucky,53,39.8,79.2,30.6,41.5,35.6,11,6798,6047,2770,86.8,42.1,1,2
Wolfe,Kentucky,68,50,84.1,23,-1111.1,33,8.7,1470,944,495,14.1,0,2,2
Woodford,Kentucky,37,19.6,-1111.1,18.5,-1111.1,18.7,8.6,2530,2555,445,82.5,41.2,1,2
Acadia,Louisiana,8,38.9,87.9,27.8,27.6,26.1,8.2,9501,6768,2025,47,23.5,2,1
Allen,Louisiana,44,38.6,-1111.1,32.2,-1111.1,22.6,10.5,3978,2713,723,47.5,27.7,2,1
Ascension,Louisiana,23,28.6,81.1,20.3,22.7,25.2,8.7,11229,6223,1480,44.2,17.7,2,1
Assumption,Louisiana,69,39.4,81.4,26.6,-1111.1,26.4,13.4,3640,2372,734,25.9,12.9,2,1
Avoyelles,Louisiana,36,41.1,90.3,24.7,31.7,27.4,6.1,7383,5436,1503,45.1,28.5,2,1
Beauregard,Louisiana,33,35.5,79.9,26.2,35,25.8,10.1,4818,4053,826,49.2,28.9,2,2
Bienville,Louisiana,71,44.1,84.8,29.9,-1111.1,27.4,10.3,2747,2586,433,13.2,26.4,2,1
Bossier,Louisiana,20,28.9,82.7,21.5,28.9,27.8,7.6,14451,10445,1722,62.5,37.9,2,2
Caddo,Louisiana,7,31.5,81,27,32.1,21.9,7.7,43461,33063,5862,171.1,56.5,1,2
Calcasieu,Louisiana,6,32.1,79.4,26.4,27,25.5,7.2,27037,22039,4641,79.8,47.5,1,2
Caldwell,Louisiana,75,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4,1784,1526,329,28.4,18.9,2,1
Cameron,Louisiana,39,-1111.1,-1111.1,-1111.1,-1111.1,16.8,7.5,1408,774,126,10.5,10.5,2,1
Catahoula,Louisiana,66,-1111.1,-1111.1,31.5,-1111.1,25.1,12.7,2166,1604,410,38.3,19.1,1,1
Claiborne,Louisiana,71,39.6,74,31.7,-1111.1,21.6,7.4,2840,2437,380,55.2,30.7,1,2
Concordia,Louisiana,68,42.4,91,29.7,-1111.1,20.9,9.2,4174,2893,641,67.5,36.3,1,1
De Soto,Louisiana,36,39.4,85.8,31.1,32,23,8,4618,3533,742,15.2,3.8,1,1
East Baton Rouge,Louisiana,5,27.7,82.5,22.8,27.2,20.4,6.1,61422,40060,7136,113.3,57.1,1,2
East Carroll,Louisiana,67,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,4.9,2577,1158,242,45.7,11.4,2,1
East Feliciana,Louisiana,69,30.2,-1111.1,30,-1111.1,21.8,10.9,3089,2228,622,43.2,9.6,1,1
Evangeline,Louisiana,52,41.9,86.7,24.8,34.8,27.5,7.4,6100,4225,1728,73.2,28.1,2,2
Franklin,Louisiana,76,41.6,87.6,32.3,36.8,30.1,8.9,4562,3154,530,19.6,29.4,1,1
Grant,Louisiana,68,39.6,89.6,31.6,-1111.1,34.3,7.7,2760,2236,661,20.5,0,2,1
Iberia,Louisiana,8,32.7,85.4,27.6,31.8,25.1,11.2,12631,8279,2135,67.2,40.3,1,1
Iberville,Louisiana,52,42.4,83.6,30,-1111.1,22.1,7.4,5163,3631,836,58.7,24.7,1,1
Jackson,Louisiana,43,39.3,81.8,22.3,-1111.1,29.4,11.5,2082,2476,416,6.6,13.2,2,1
Jefferson,Louisiana,5,30.5,82.2,24.8,28.1,21.1,7.4,71749,53484,11150,138.2,67.4,1,2
Jefferson Davis,Louisiana,52,38.1,86.9,33.1,33.9,28.4,5.6,4991,4015,981,60.8,28.8,2,1
Lafayette,Louisiana,6,25.6,82.3,21.8,24.4,23.4,7,28498,18505,3925,131.7,49.6,2,2
Lafourche,Louisiana,23,38.1,84.8,28,32.9,26.3,9.2,12325,9636,2370,60.8,38,1,1
La Salle,Louisiana,62,39.9,87.5,25.9,-1111.1,18.7,5.9,1825,2011,492,57,14.2,2,1
Lincoln,Louisiana,53,24.1,83.6,25.2,24.9,19.5,5.8,6157,4714,731,61.7,28.5,2,2
Livingston,Louisiana,20,32.9,82.7,25.1,30,31.1,7.7,13092,8066,2199,16.5,18.3,2,1
Madison,Louisiana,67,-1111.1,90.8,-1111.1,-1111.1,-1111.1,8.7,3365,1434,325,40.1,16.1,1,1
Morehouse,Louisiana,36,47.7,80.4,34,30.2,28,7,6086,4676,926,43.3,16.7,2,2
Natchitoches,Louisiana,51,34.8,82.7,28,28.1,21,8.9,6678,4537,959,51.9,23.4,1,2
Orleans,Louisiana,5,32.1,80,25.6,29.6,21.5,9.1,103078,51060,14425,153.9,54.7,1,1
Ouachita,Louisiana,7,35.7,83.2,25.8,24,25.6,6.5,25482,17256,2862,107.3,50.6,1,2
Plaquemines,Louisiana,33,34.1,88.7,33.7,29.9,22.8,7.4,4278,2705,660,17.2,13.8,2,1
Pointe Coupee,Louisiana,69,40.2,84.2,28.1,-1111.1,28,7.2,3441,2878,547,40.2,13.4,1,1
Rapides,Louisiana,7,33.2,84.8,24.5,30.5,26.3,7.8,20496,16227,4491,109,44.4,1,2
Red River,Louisiana,76,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,7.8,1816,1254,285,21.1,21.1,2,1
Richland,Louisiana,76,32.6,80.3,30.7,-1111.1,30.4,10,4166,3068,543,92.6,29.2,2,2
Sabine,Louisiana,76,31.9,89.2,25.2,37,27.1,11.7,3817,3419,778,21,12.6,2,1
St. Bernard,Louisiana,22,38.6,80.8,29.6,27,27.7,7.7,9980,8667,1982,29.1,36.7,2,1
St. Charles,Louisiana,29,28.3,81.7,32.6,26.7,21.2,9.3,7157,4300,969,41.5,21.7,1,1
St. Helena,Louisiana,67,-1111.1,-1111.1,21,-1111.1,-1111.1,12.4,2357,757,221,39,9.7,1,1
St. James,Louisiana,69,36.7,87.8,25.4,-1111.1,21.3,11.4,3499,2522,506,66.2,18.9,2,1
St. John the Baptist,Louisiana,33,34.9,78.7,24.6,34.2,23.5,10,7960,3391,1169,51.7,25.9,1,1
St. Landry,Louisiana,8,38.4,87.4,24.6,29.7,28.2,9.6,15387,10929,3588,81.2,20,1,1
St. Martin,Louisiana,52,40.6,83.3,32.6,28.1,27.2,8.3,8517,4538,1471,19.8,7.9,2,1
St. Mary,Louisiana,8,34.1,80.1,30.7,33.5,27.6,8.2,9092,6196,1843,72,27.2,1,1
St. Tammany,Louisiana,15,23.2,81.8,22.7,22.7,24.2,7,26905,20766,4354,89.9,47.7,2,2
Tangipahoa,Louisiana,8,33.1,84.3,28.5,24.7,24,7.8,18694,10761,3570,57.3,32.9,1,1
Tensas,Louisiana,74,-1111.1,-1111.1,-1111.1,-1111.1,15.1,4.9,1711,937,151,16.3,0,1,1
Terrebonne,Louisiana,7,36.5,89,27.8,28.7,28.4,8.4,16278,10683,3803,56.7,34.4,1,2
Union,Louisiana,71,33.2,84.4,32.8,29.1,19.7,8.3,3855,3261,586,26.2,13.1,2,1
Vermilion,Louisiana,8,35.4,83.5,25.5,27.1,23.2,11,8516,6980,1336,39.9,19.9,1,1
Vernon,Louisiana,23,27.3,79.2,23,23.9,32.1,5.1,8974,4108,909,41,28.7,1,1
Washington,Louisiana,36,45.8,85.6,29.8,37.8,28.6,16.8,8008,6156,1806,40.3,31.4,2,1
Webster,Louisiana,35,32.9,89.4,27.5,29.2,25.4,6.6,6297,6821,1165,38.7,31.4,1,1
West Baton Rouge,Louisiana,42,27.8,-1111.1,28.7,-1111.1,23.5,12.2,3332,2185,457,37,13.9,2,1
West Carroll,Louisiana,76,42,86.3,33,-1111.1,-1111.1,8.4,2365,1968,326,8.5,16.9,2,1
West Feliciana,Louisiana,44,-1111.1,-1111.1,-1111.1,-1111.1,10.8,14.6,1418,911,206,32.9,26.3,1,1
Winn,Louisiana,71,35.8,82.7,30.4,-1111.1,23.9,13.5,2643,1997,425,31.3,12.5,2,1
Androscoggin,Maine,14,25.8,75.2,24.6,25.1,24.7,6.7,8998,14523,4217,85.2,39.8,1,2
Aroostook,Maine,22,30.4,74.3,25.4,24.6,24.3,10,8298,12594,3408,80.6,31.4,1,2
Cumberland,Maine,9,17,68.6,16.6,20.3,18.9,5.6,15057,35270,7066,159.3,64.4,1,2
Franklin,Maine,28,18.6,68.9,22,24.6,20.1,9.3,3138,4121,941,104.4,30.3,1,2
